t,sim,$x$,$y$,$z$,V,control_input,state,status
1.29,3,6.189789295196533,4.873239994049072,-7.4961700439453125,0.04994039610028267,"[ 3.09669495e+00  2.71658468e+00  1.07469656e-01 -5.92488388e-04
  4.71405778e-03  9.04301107e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.3,0,-2.0814976692199707,-4.786627292633057,-5.7375359535217285,0.04644259810447693,[ 1.0186169  -0.05701326  1.6907161  -0.00883692  0.00308842  0.2128618 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.3,1,3.3297860622406006,-0.4167308211326599,-9.542278289794922,0.048355601727962494,[ 1.0093266   2.7489123  -0.01964081  0.01289718  0.00344241  0.3760458 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.3,2,7.460973262786865,0.44300660490989685,0.5336771607398987,0.043325915932655334,[ 4.1256423   0.85342705  0.73790574 -0.01037005  0.00507421  1.0219212 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.3,3,6.1752495765686035,4.851990699768066,-7.498878479003906,0.04992128163576126,"[ 3.0931270e+00  2.7176144e+00  1.0747292e-01 -6.6666090e-04
  4.6724044e-03  8.8135225e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.31,0,-2.0756757259368896,-4.7898406982421875,-5.748491287231445,0.046463556587696075,[ 1.0023136  -0.0363427   1.6737263  -0.02852553  0.00301023  0.21265368],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.31,1,3.3222525119781494,-0.4291688799858093,-9.542588233947754,0.04836013913154602,[ 1.006787    2.7513554  -0.01970876  0.01261479  0.00339494  0.36335608],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.31,2,7.44387149810791,0.4333249032497406,0.5175345540046692,0.04331004619598389,[ 4.1141415   0.8489835   0.73657924 -0.01017222  0.00502438  0.998314  ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.31,3,6.160741806030273,4.8307695388793945,-7.501585960388184,0.04990201070904732,"[ 3.0894012e+00  2.7186530e+00  1.0748534e-01 -7.4227998e-04
  4.6298797e-03  8.5887879e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.32,0,-2.069843053817749,-4.793055057525635,-5.759428977966309,0.04648422449827194,[ 0.98536336 -0.01491323  1.6569439  -0.04912216  0.00293164  0.2117706 ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.32,1,3.3147294521331787,-0.4415782392024994,-9.542898178100586,0.048364583402872086,[ 1.0044087   2.7537198  -0.01977354  0.01233457  0.00334812  0.35119885],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.32,2,7.426813125610352,0.42365211248397827,0.5013996362686157,0.04329417273402214,[ 4.1020994   0.844844    0.7352261  -0.00997024  0.00496684  0.9752276 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.32,3,6.146266460418701,4.809576988220215,-7.5042924880981445,0.04988259822130203,"[ 3.08552814e+00  2.71967363e+00  1.07501425e-01 -7.99784670e-04
  4.50691441e-03  8.37011755e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.33,0,-2.063999891281128,-4.79626989364624,-5.770349025726318,0.04650459438562393,[ 0.9677551   0.00725196  1.6403669  -0.07067829  0.00285267  0.21014655],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.33,1,3.3072168827056885,-0.4539588689804077,-9.543208122253418,0.04836894944310188,[ 1.0021983   2.755923   -0.01983713  0.01206053  0.00330187  0.33959913],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.33,2,7.409797668457031,0.4139881730079651,0.48527243733406067,0.0432782806456089,[ 4.0895104   0.8409714   0.73370916 -0.00974936  0.00490945  0.95264363],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.33,3,6.131823539733887,4.788412570953369,-7.506997585296631,0.04986302927136421,"[ 3.0815139e+00  2.7207022e+00  1.0748869e-01 -8.5356564e-04
  4.4675488e-03  8.1546879e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.34,0,-2.0581464767456055,-4.799484729766846,-5.781251907348633,0.046524640172719955,[ 0.9494982   0.03009993  1.6240177  -0.09321804  0.00277319  0.20770031],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.34,1,3.2997148036956787,-0.4663107693195343,-9.54351806640625,0.048373229801654816,[ 1.0001445   2.7580245  -0.01989298  0.0117831   0.00325615  0.32850713],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.34,2,7.392824649810791,0.40433305501937866,0.46915289759635925,0.04326238855719566,[ 4.0763984   0.83738875  0.7322478  -0.00953109  0.00485372  0.9305515 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.34,3,6.117412567138672,4.767276763916016,-7.509701728820801,0.04984331503510475,"[ 3.0773785e+00  2.7217388e+00  1.0750109e-01 -9.1942650e-04
  4.4281278e-03  7.9437816e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.35,0,-2.0522830486297607,-4.802699565887451,-5.792137622833252,0.04654432088136673,[ 0.9305907   0.05362804  1.6078668  -0.11682646  0.00269295  0.20438509],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.35,1,3.2922232151031494,-0.4786338806152344,-9.543828964233398,0.04837743565440178,[ 0.9982607   2.759983   -0.01992739  0.01148526  0.00321107  0.31794184],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.35,2,7.375894546508789,0.3946867287158966,0.4530410170555115,0.043246470391750336,[ 4.0627723   0.8341095   0.73059535 -0.00928999  0.00479863  0.90893453],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.35,3,6.103034019470215,4.746169567108154,-7.512404441833496,0.04982346296310425,"[ 3.0731263e+00  2.7227750e+00  1.0749294e-01 -9.6982863e-04
  4.3888129e-03  7.7373403e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.36,0,-2.0464096069335938,-4.805913925170898,-5.803006649017334,0.04656362161040306,[ 0.9110283   0.07781769  1.5920393  -0.1415714   0.00261194  0.19999883],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.36,1,3.2847421169281006,-0.49092820286750793,-9.544139862060547,0.04838157072663307,[ 0.9965354   2.761836   -0.01995778  0.01118949  0.00316658  0.30786252],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.36,2,7.359006881713867,0.38504913449287415,0.43693679571151733,0.04323055222630501,[ 4.0486374   0.83113354  0.729017   -0.00905472  0.00473385  0.8877981 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.36,3,6.088687419891357,4.725090503692627,-7.515106201171875,0.0498034693300724,"[ 3.0687530e+00  2.7238107e+00  1.0750306e-01 -1.0283232e-03
  4.3495526e-03  7.5352502e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.37,0,-2.0405263900756836,-4.8091278076171875,-5.813858985900879,0.04658249020576477,[ 0.8908071   0.10262509  1.5764282  -0.16749701  0.00252997  0.19454136],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.37,1,3.2772715091705322,-0.503193736076355,-9.544450759887695,0.04838564619421959,[ 0.99497104  2.7635918  -0.01998787  0.01090051  0.00312264  0.29825637],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.37,2,7.342161655426025,0.3754202425479889,0.42084020376205444,0.04321460425853729,[ 4.034025    0.8284971   0.7272841  -0.00879666  0.00468263  0.8670985 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.37,3,6.0743727684021,4.704040050506592,-7.5178070068359375,0.04978332668542862,"[ 3.0642862e+00  2.7248461e+00  1.0751546e-01 -1.0855459e-03
  4.3102903e-03  7.3374915e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.3800000000000001,0,-2.0346336364746094,-4.81234073638916,-5.824694633483887,0.04660090431571007,[ 0.8699454   0.12803397  1.561122   -0.19468085  0.00244683  0.18784046],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.3800000000000001,1,3.2698111534118652,-0.5154304504394531,-9.544761657714844,0.04838965833187103,[ 0.9935719   2.765173   -0.02001394  0.01061452  0.00307935  0.28914496],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.3800000000000001,2,7.325358867645264,0.36580005288124084,0.4047512114048004,0.04319864884018898,[ 4.0189095   0.82620007  0.72552466 -0.008531    0.00463033  0.8468424 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.3800000000000001,3,6.0600905418396,4.683017730712891,-7.520506381988525,0.04976306110620499,"[ 3.05971217e+00  2.72588992e+00  1.07516445e-01 -1.13295508e-03
  4.27108817e-03  7.14386582e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.3900000000000001,0,-2.02873158454895,-4.815552711486816,-5.835513591766357,0.04661882668733597,[ 0.84842086  0.15403716  1.5461252  -0.22321218  0.0023624   0.17975713],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.3900000000000001,1,3.2623612880706787,-0.52763831615448,-9.545073509216309,0.048393622040748596,[ 0.9923265   2.7666576  -0.02001773  0.01030695  0.00303667  0.28047386],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.3900000000000001,2,7.308598041534424,0.35618850588798523,0.38866981863975525,0.04318265989422798,[ 4.0033264   0.8242286   0.7237021  -0.00825346  0.0045796   0.82701796],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.3900000000000001,3,6.045840263366699,4.662024021148682,-7.523204803466797,0.049742650240659714,"[ 3.0550354e+00  2.7269697e+00  1.0752199e-01 -1.1805227e-03
  4.2320606e-03  6.9541591e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.4000000000000001,0,-2.022820472717285,-4.818763256072998,-5.846316337585449,0.04663621634244919,[ 0.82626563  0.18057267  1.5314494  -0.25310922  0.00227655  0.17017822],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
